Movie_title,Movie_title-href,Title,Director_1,Director_2,Actor_1,Actor_2,Actor_3,writer_1,writer_2,plot_Keyword_1,Plot_keyWord_2,plot_keyword_3,Genre_1,Genre_2,Genre_3,Production_Company_1,Production_Company_2,production_company_3,Release_month,Certificate_link,Certificate_link-href,Certificate,award_link,award_link-href,Award_1,Number_of_IMDB_user_reviews,Number_of_IMDB_critic_reviews,Number_of_IMBb_ratings,IMDb_score,Award_1_status,award_2,Award_2_status,Popularity,total_award_nomination,Country,language_1,language_2,film_location_1
I Called Him Morgan,http://www.imdb.com/title/tt4170344/?ref_=adv_li_tt,I Called Him Morgan (2016),Kasper Collin,null,Kasper Collin,Wayne Shorter,Wayne Shorter,Kasper Collin,null,null,null,History,Documentary,Drama,44 news articles,Kasper Collin Produktion,Sveriges Television (SVT),Film i Väst,History,,,,See more awards,http://www.imdb.com/title/tt4170344/awards?ref_=tt_awd,"Guild of Music Supervisors Awards
 2017",5 user,103 critic,7.4,223,null,"Philadelphia Film Festival
 2016",null,null,See more awards »,Sweden,See all certifications,null,null
Grey Gardens,http://www.imdb.com/title/tt0073076/?ref_=adv_li_tt,Grey Gardens (1975),Ellen Hovde,Albert Maysles,Edith Bouvier Beale,Brooks Hyers,Brooks Hyers,Edith Bouvier Beale,Edith 'Little Edie' Bouvier Beale,mansion,cat,Drama,mansion,cat,1 video,Portrait Films,null,null,Drama,See more,http://www.imdb.com/title/tt0073076/releaseinfo?ref_=tt_dt_dt,null,,,,65 user,75 critic,7.7,"9,216",,,,null,See more awards »,English,See more,null,null
The Wolfpack,http://www.imdb.com/title/tt2415458/?ref_=adv_li_tt,The Wolfpack (2015),Crystal Moselle,null,Bhagavan Angulo,Jagadisa Angulo,Jagadisa Angulo,Bhagavan Angulo,Govinda Angulo,costume,apartment,hare krishna,costume,apartment,1 video,Candescent Films,Kotva Films,Verisimilitude,10 July 2015 (USA),null,,,,,,26 user,141 critic,7,"9,454",,,,null,See more awards »,USA,English,null,"Manhattan, New York City, New York, USA"
Jackass 3D,http://www.imdb.com/title/tt1116184/?ref_=adv_li_tt,Jackass 3D (2010),Jeff Tremaine,null,Preston Lacy,Bam Margera,Bam Margera,Preston Lacy,Harrison Stone,full frontal male nudity,man wearing a jock strap,Comedy,full frontal male nudity,man wearing a jock strap,4 videos,Dickhouse Productions,Film Roman Productions,MTV Films,Comedy,,,,See more awards,http://www.imdb.com/title/tt1116184/awards?ref_=tt_awd,"Alliance of Women Film Journalists
 2011",80 user,159 critic,7.1,"49,977",null,"IGN Summer Movie Awards
 2010",null,null,See more awards »,USA,English,null,"Santa Clarita, California, USA"
Long Strange Trip,http://www.imdb.com/title/tt4143508/?ref_=adv_li_tt,Long Strange Trip (2017),Amir Bar-Lev,null,John Perry Barlow,Sam Cutler,Sam Cutler,John Perry Barlow,Tom Constanten,null,null,null,Documentary,null,2 videos,Amazon Studios,Double E Pictures,Sikelia Productions,null,,,,See more awards,http://www.imdb.com/title/tt4143508/awards?ref_=tt_awd,"Hot Docs Canadian International Documentary Festival
 2017",10 user,8 critic,8.2,515,null,"Traverse City Film Festival
 2017",null,null,See more awards »,USA,English,null,company contact information
The Beatles: Eight Days a Week - The Touring Years,http://www.imdb.com/title/tt2531318/?ref_=adv_li_tt,The Beatles: Eight Days a Week - The Touring Years (2016),Ron Howard,null,Mark Monroe,John Lennon,John Lennon,Mark Monroe,P.G. Morgan,the beatles,interview,press conference,the beatles,interview,1 video,Apple Corps,Apple Corps,Diamond Docs,16 September 2016 (USA),,,,See more awards,http://www.imdb.com/title/tt2531318/awards?ref_=tt_awd,"Primetime Emmy Awards
 2017",49 user,97 critic,7.9,"6,450",null,"BAFTA Awards
 2017",null,null,"Another
      2 wins & 12 nominations.",USA,English,null,null
Man on Wire,http://www.imdb.com/title/tt1155592/?ref_=adv_li_tt,Man on Wire (2008),James Marsh,null,Philippe Petit,Jean-Louis Blondeau,Jean-Louis Blondeau,Philippe Petit,null,tightrope walker,world trade center manhattan new york city,reenactment,tightrope walker,world trade center manhattan new york city,1 video,Discovery Films,BBC Storyville,UK Film Council,null,null,,,,,,138 user,197 critic,7.8,"44,542",,,,null,"Another
      45 wins & 11 nominations.",UK,English,French,"Paris, France"
Crumb,http://www.imdb.com/title/tt0109508/?ref_=adv_li_tt,Crumb (1994),Terry Zwigoff,null,Robert Crumb,Charles Crumb,Charles Crumb,Robert Crumb,Aline Kominsky,robert crumb,underground,Comedy,robert crumb,underground,98 news articles,Superior Pictures,null,null,Comedy,null,,,,,,99 user,69 critic,8,"15,042",,,,null,See more awards »,USA,English,null,"New York City, New York, USA"
Zero Days,http://www.imdb.com/title/tt5446858/?ref_=adv_li_tt,Zero Days (2016),Alex Gibney,null,Alex Gibney,Eric Chien,Eric Chien,Alex Gibney,null,iran,cyber attack,computer worm,iran,cyber attack,2 videos,Jigsaw Productions,Participant Media,null,null,See more,http://www.imdb.com/title/tt5446858/taglines?ref_=tt_stry_tg,null,,,,18 user,71 critic,7.8,"5,975",,,,null,See more awards »,USA,See more,Persian,USA
Cartel Land,http://www.imdb.com/title/tt4126304/?ref_=adv_li_tt,Cartel Land (2015),Matthew Heineman,null,Tim Nailer Foley,Paco Valencia,Paco Valencia,Tim Nailer Foley,José Manuel 'El Doctor' Mireles,drugs,mexico,arizona,drugs,mexico,1 video,A&E IndieFilms,Our Time Projects,"Documentary Group, The",null,,,,See more awards,http://www.imdb.com/title/tt4126304/awards?ref_=tt_awd,"Academy Awards, USA
 2016",39 user,106 critic,7.4,"14,324",null,"Primetime Emmy Awards
 2016",null,null,"Another
      17 wins & 35 nominations.",USA,English,Spanish,"Sasabe, Arizona, USA"
There's Something Wrong with Aunt Diane,http://www.imdb.com/title/tt2011325/?ref_=adv_li_tt,There's Something Wrong with Aunt Diane (2011),Liz Garbus,null,Jesse Temple,Diane Schuler,Diane Schuler,Jesse Temple,Brad Katinas,loss of a child,death of a child,homicide,loss of a child,death of a child,homicide,Moxie Firecracker Films,null,null,null,,,,null,,,17 user,2 critic,6.8,"2,300",,,,null,null,USA,English,null,null
California Typewriter,http://www.imdb.com/title/tt5966990/?ref_=adv_li_tt,California Typewriter (2016),Doug Nichol,null,Silvi Alcivar,Tom Hanks,Tom Hanks,Silvi Alcivar,Ken Alexander,null,null,null,Documentary,null,1 video,American Buffalo Pictures,null,null,null,,,,See more awards,http://www.imdb.com/title/tt5966990/awards?ref_=tt_awd,"Nashville Film Festival
 2017",8 critic,null,8.5,40,null,"Newport Beach Film Festival
 2017",null,null,See more awards »,USA,Add content advisory for parents,null,company contact information
Where to Invade Next,http://www.imdb.com/title/tt4897822/?ref_=adv_li_tt,Where to Invade Next (2015),Michael Moore,null,Michael Moore,Christina Fancelli,Christina Fancelli,Michael Moore,null,norway,tunisia,italy,norway,tunisia,2 videos,Dog Eat Dog Films,IMG Films,null,null,,,,See more awards,http://www.imdb.com/title/tt4897822/awards?ref_=tt_awd,"Austin Film Critics Association
 2015",118 user,191 critic,7.6,"16,845",null,"Broadcast Film Critics Association Awards
 2016",null,null,See more awards »,USA,See more,Italian,USA
Kingsman: The Secret Service Revealed,http://www.imdb.com/title/tt5026378/?ref_=adv_li_tt,Kingsman: The Secret Service Revealed (2015),Geoff Bell,Sofia Boutella,null,Michael Caine,Michael Caine,null,null,spy,secret service,based on comic book,spy,secret service,based on comic book,20th Century Fox Home Entertainment,Five by Five,null,null,,,,null,,,null,null,7.3,62,,,,null,null,UK,Add content advisory for parents,null,null
Risk,http://www.imdb.com/title/tt4964772/?ref_=adv_li_tt,Risk (2016),Laura Poitras,null,Laura Poitras,Jacob Appelbaum,Jacob Appelbaum,Laura Poitras,null,null,null,null,Documentary,null,1 video,Praxis Films Berlin,Praxis Films,First Look Media,null,See all certifications,http://www.imdb.com/title/tt4964772/parentalguide?ref_=tt_stry_pg#certification,Australia:M  / Canada:PG (British Columbia) / Canada:G (Quebec) / Sweden:11  / UK:15,,,,6 user,59 critic,6.3,614,,,,null,See more awards »,Germany,See all certifications,Arabic,"London, England, UK"
Risk,http://www.imdb.com/title/tt4964772/?ref_=adv_li_tt,Risk (2016),Laura Poitras,null,Laura Poitras,Jacob Appelbaum,Jacob Appelbaum,Laura Poitras,null,null,null,null,Documentary,null,1 video,Praxis Films Berlin,Praxis Films,First Look Media,null,,,,See more awards,http://www.imdb.com/title/tt4964772/awards?ref_=tt_awd,"Cannes Film Festival
 2016",6 user,59 critic,6.3,614,null,"Sheffield International Documentary Festival
 2017",null,null,See more awards »,Germany,See all certifications,Arabic,"London, England, UK"
Exit Through the Gift Shop,http://www.imdb.com/title/tt1587707/?ref_=adv_li_tt,Exit Through the Gift Shop (2010),Banksy,null,Banksy,Mr. Brainwash,Mr. Brainwash,Banksy,Space Invader,artist,street artist,Crime,artist,street artist,1 video,Paranoid Pictures,null,null,Crime,See more,http://www.imdb.com/title/tt1587707/taglines?ref_=tt_stry_tg,null,,,,107 user,229 critic,8,"54,726",,,,null,"Another
      24 wins & 28 nominations.",UK,See more,French,"Disneyland Park, Disneyland Resort - 1600 S. Disneyland Drive, Anaheim, California, USA"
The Salt of the Earth,http://www.imdb.com/title/tt3674140/?ref_=adv_li_tt,The Salt of the Earth (2014),Juliano Ribeiro Salgado,Wim Wenders,Wim Wenders,Lélia Wanick Salgado,Lélia Wanick Salgado,Wim Wenders,Juliano Ribeiro Salgado,humanity,starvation,History,humanity,starvation,3 videos,Decia Films,Amazonas Images,Solares Fondazione delle arti,History,null,,,,,,35 user,142 critic,8.4,"14,433",,,,null,"Another
      12 wins & 11 nominations.",France,French,English,"Yalimo, Papua, Indonesia"
It's Not Yet Dark,http://www.imdb.com/title/tt5433330/?ref_=adv_li_tt,It's Not Yet Dark (2016),Frankie Fenton,null,Colin Farrell,null,null,Colin Farrell,null,als,null,null,als,null,1 video,Kennedy Films,Newgrange Pictures,null,null,See more,http://www.imdb.com/title/tt5433330/taglines?ref_=tt_stry_tg,null,,,,1 user,19 critic,7.8,43,,,,null,See more awards »,Ireland,See more,null,null
John G. Avildsen: King of the Underdogs,http://www.imdb.com/title/tt3180122/?ref_=adv_li_tt,John G. Avildsen: King of the Underdogs (2017),Derek Wayne Johnson,null,Derek Wayne Johnson,Sylvester Stallone,Sylvester Stallone,Derek Wayne Johnson,null,cinema,story,legend,cinema,story,1 video,AJ16 Entertainment,null,null,null,,,,See more awards,http://www.imdb.com/title/tt3180122/awards?ref_=tt_awd,"Accolade Competition
 2017",10 critic,null,9.2,16,null,"Beverly Hills Film Festival
 2017",null,null,See more awards »,English,See more,null,company contact information
Cobain: Montage of Heck,http://www.imdb.com/title/tt4229236/?ref_=adv_li_tt,Cobain: Montage of Heck (2015),Brett Morgen,null,Brett Morgen,Don Cobain,Don Cobain,Brett Morgen,null,drug addiction,musician,Biography,drug addiction,musician,1 video,HBO Documentary Films,Primary Wave Entertainment,Public Road Productions,Biography,,,,See more awards,http://www.imdb.com/title/tt4229236/awards?ref_=tt_awd,"Primetime Emmy Awards
 2015",74 user,111 critic,7.6,"23,286",null,"American Cinema Editors, USA
 2016",null,null,"Another
      4 wins & 9 nominations.",English,See more,null,company contact information
The Hornet's Nest,http://www.imdb.com/title/tt2611026/?ref_=adv_li_tt,The Hornet's Nest (2014),David Salzberg,Christian Tureaud,Frank Adamski,Ed Bankston,Ed Bankston,Frank Adamski,Ofren Arrechaga,null,null,History,Documentary,Action,1 video,HighRoad Entertainment,BASE Productions,null,History,,,,null,,,26 user,14 critic,6.5,"1,587",,,,null,null,Afghanistan,English,null,null
Dream Big: Engineering Our World,http://www.imdb.com/title/tt6484086/?ref_=adv_li_tt,Dream Big: Engineering Our World (2017),Greg MacGillivray,null,Jeff Bridges,null,null,Jeff Bridges,null,engineering,giant screen,imax,engineering,giant screen,1 video,MacGillivray Freeman Films,null,null,17 February 2017 (USA),null,,,,,,1 user,null,7.8,48,,,,null,See more awards »,USA,English,null,company contact information
Jesus Camp,http://www.imdb.com/title/tt0486358/?ref_=adv_li_tt,Jesus Camp (2006),Heidi Ewing,Rachel Grady,Mike Papantonio,Becky Fischer,Becky Fischer,Mike Papantonio,Lou Engle,evangelical,bible belt,pentecostalism,evangelical,bible belt,202 news articles,A&E IndieFilms,Loki Films,null,null,See more,http://www.imdb.com/title/tt0486358/releaseinfo?ref_=tt_dt_dt,null,,,,254 user,128 critic,7.5,"23,992",,,,null,"Another
      6 wins & 6 nominations.",English,See more,null,null
Room 237,http://www.imdb.com/title/tt2085910/?ref_=adv_li_tt,Room 237 (2012),Rodney Ascher,null,Bill Blakemore,Juli Kearns,Juli Kearns,Bill Blakemore,Geoffrey Cocks,film clip,voice over,stanley kubrick,film clip,voice over,2 videos,Highland Park Classics,null,null,null,null,,,,,,126 user,279 critic,6.2,"17,897",,,,null,See more awards »,USA,English,null,null
John G. Avildsen: King of the Underdogs,http://www.imdb.com/title/tt3180122/?ref_=adv_li_tt,John G. Avildsen: King of the Underdogs (2017),Derek Wayne Johnson,null,Derek Wayne Johnson,Sylvester Stallone,Sylvester Stallone,Derek Wayne Johnson,null,cinema,story,legend,cinema,story,1 video,AJ16 Entertainment,null,null,null,See more,http://www.imdb.com/title/tt3180122/releaseinfo?ref_=tt_dt_dt,null,,,,10 critic,null,9.2,16,,,,null,See more awards »,English,See more,null,company contact information
Shepard & Dark,http://www.imdb.com/title/tt2221784/?ref_=adv_li_tt,Shepard & Dark (2012),Treva Wurmfeld,null,Johnny Dark,null,null,Johnny Dark,Sam Shepard,letter,friendship,friend,letter,friendship,1 video,null,null,null,11 October 2012 (USA),,,,See more awards,http://www.imdb.com/title/tt2221784/awards?ref_=tt_awd,"Cleveland International Film Festival
 2013",4 user,19 critic,6.2,134,null,"Florida Film Festival
 2013",null,null,See more awards »,USA,English,null,null
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,http://www.imdb.com/title/tt5651050/?ref_=adv_li_tt,Bright Lights: Starring Carrie Fisher and Debbie Reynolds (2016),Alexis Bloom,Fisher Stevens,Debbie Reynolds,Todd Fisher,Todd Fisher,Debbie Reynolds,Carrie Fisher,null,null,null,Documentary,null,1 video,Bloomfish Pictures,HBO Documentary Films,Insurgent Docs,null,null,,,,,,18 user,26 critic,8,"2,236",,,,"3,272
      ( 830)","Another
      1 win & 1 nomination.",USA,English,null,null
Aliens of the Deep,http://www.imdb.com/title/tt0417415/?ref_=adv_li_tt,Aliens of the Deep (2005),James Cameron,Steven Quale,James Cameron,Genya Chernaiev,Genya Chernaiev,James Cameron,Anatoly M. Sagalevitch,scientist,nasa,shrimp,scientist,nasa,85 news articles,Buena Vista Pictures,Earthship Productions,Walden Media,25 August 2005 (Germany),null,,,,,,31 user,36 critic,6.5,"2,401",,,,null,null,USA,English,null,null
The Cove,http://www.imdb.com/title/tt1313104/?ref_=adv_li_tt,The Cove (2009),Louie Psihoyos,null,Mark Monroe,Hardy Jones,Hardy Jones,Mark Monroe,null,dolphin,japan,cetacean,dolphin,japan,2 videos,Diamond Docs,Fish Films,Oceanic Preservation Society,7 August 2009 (USA),,,,See more awards,http://www.imdb.com/title/tt1313104/awards?ref_=tt_awd,"Academy Awards, USA
 2010",145 user,182 critic,8.5,"42,503",null,"Alliance of Women Film Journalists
 2009",null,null,"Another
      39 wins & 17 nominations.",USA,English,Japanese,"Taiji, Higashimuro, Wakayama, Japan"
Sachin,http://www.imdb.com/title/tt4640206/?ref_=adv_li_tt,Sachin (2017),James Erskine,null,Siva Ananth,Mahendra Singh Dhoni,Mahendra Singh Dhoni,Siva Ananth,James Erskine,null,null,Drama,Documentary,Biography,11 news articles,200 Not Out,Carnival Motion Pictures,null,Drama,,,,null,,,51 user,15 critic,9,"5,448",,,,null,null,India,See all certifications,Marathi,null
Missing 411,http://www.imdb.com/title/tt5864680/?ref_=adv_li_tt,Missing 411 (2016),Michael DeGrazier,Benjamin Paulides,David Paulides,Nate Eaton,Nate Eaton,David Paulides,null,null,null,null,Documentary,null,null,NABS,null,null,null,Add content advisory for parents,http://www.imdb.com/title/tt5864680/parentalguide?ref_=tt_stry_pg,null,,,,21 user,null,6.4,226,,,,null,null,USA,Add content advisory for parents,English,null
The Cove,http://www.imdb.com/title/tt1313104/?ref_=adv_li_tt,The Cove (2009),Louie Psihoyos,null,Mark Monroe,Hardy Jones,Hardy Jones,Mark Monroe,null,dolphin,japan,cetacean,dolphin,japan,2 videos,Diamond Docs,Fish Films,Oceanic Preservation Society,7 August 2009 (USA),null,,,,,,145 user,182 critic,8.5,"42,503",,,,null,"Another
      39 wins & 17 nominations.",USA,English,Japanese,"Taiji, Higashimuro, Wakayama, Japan"
Soaked in Bleach,http://www.imdb.com/title/tt3253624/?ref_=adv_li_tt,Soaked in Bleach (2015),Benjamin Statler,null,Benjamin Statler,August Emerson,August Emerson,Benjamin Statler,Donnie Eichar,death,private investigator,investigation,death,private investigator,2 videos,Montani Productions,Daredevil Films,null,11 June 2015 (USA),,,,null,,,111 user,41 critic,7.5,"12,061",,,,null,null,USA,See more,null,"Los Angeles, California, USA"
Wrestling Isn't Wrestling,http://www.imdb.com/title/tt4532032/?ref_=adv_li_tt,Wrestling Isn't Wrestling (2015),Max Landis,null,Max Landis,David Arquette,David Arquette,Max Landis,null,female actor playing a male character,professional wrestling,Comedy,female actor playing a male character,professional wrestling,reenactment,null,null,null,Comedy,null,,,,,,3 user,1 critic,8.7,698,,,,null,null,USA,English,null,company contact information
Waltz with Bashir,http://www.imdb.com/title/tt1185616/?ref_=adv_li_tt,Waltz with Bashir (2008),Ari Folman,null,Ari Folman,Ronny Dayag,Ronny Dayag,Ari Folman,null,interview,lebanon,Biography,interview,lebanon,1 video,Bridgit Folman Film Gang,Les Films d'Ici,Razor Film Produktion GmbH,Biography,null,,,,,,156 user,232 critic,8,"48,586",,,,null,"Another
      44 wins & 58 nominations.",Israel,Hebrew,Arabic,null
Paris Is Burning,http://www.imdb.com/title/tt0100332/?ref_=adv_li_tt,Paris Is Burning (1990),Jennie Livingston,null,Brooke Xtravaganza,Dorian Corey,Dorian Corey,Brooke Xtravaganza,André Christian,ball,ambition,drag ball,ball,ambition,137 news articles,Art Matters Inc.,Edelman Family Fund,Miramax,null,,,,See more awards,http://www.imdb.com/title/tt0100332/awards?ref_=tt_awd,"Berlin International Film Festival
 1991",35 user,22 critic,8.1,"5,667",null,"Boston Society of Film Critics Awards
 1991",null,null,See more awards »,USA,English,null,null
Betting on Zero,http://www.imdb.com/title/tt3762912/?ref_=adv_li_tt,Betting on Zero (2016),Ted Braun,null,William Ackman,null,null,William Ackman,null,null,null,null,Documentary,null,1 video,Zipper Bros Films,null,null,null,,,,See more awards,http://www.imdb.com/title/tt3762912/awards?ref_=tt_awd,"Hamptons International Film Festival
 2016",4 user,7 critic,7.3,"1,532",null,"Montclair Film Festival (MFF)
 2016",null,null,See more awards »,English,See more,null,company contact information
